node,type,pca_x,pca_y
Budi Santoso,applicant,0.0740408022225465,0.24635257221541812
Budi Wibowo,applicant,0.06889543190880298,-0.5713487090487135
Budi Utami,applicant,0.06696104846656703,-0.28916027649388415
Budi Saputra,applicant,0.055447565472803606,-0.3288245522041419
Budi Wijaya,applicant,0.019429516548227,0.8388450757278386
Budi Halim,applicant,0.07640237208618128,-0.503228340266541
Budi Ramadhan,applicant,0.06423044592820937,0.384772684903425
Budi Hernawan,applicant,0.07701516235004424,0.4948831664056052
Budi Fauzi,applicant,-0.0073580604993829235,0.47278619526872045
Budi Permata,applicant,0.0932198112204935,-0.18740769734895274
Budi Suryanto,applicant,0.050976540539612425,-0.1976823916425265
Budi Prabowo,applicant,0.16896354762189236,-0.029887410367777638
Budi Prabowo,applicant,0.16896354762189236,-0.029887410367777638
Budi Sihombing,applicant,0.12385451317919172,0.08123033540916197
Budi Gunawan,applicant,0.11394966245535199,0.4022873997682541
Budi Lestari,applicant,0.20739897064417923,-0.045509918665701546
Budi Lestari,applicant,0.20739897064417923,-0.045509918665701546
Budi Nugroho,applicant,0.14237436592528585,-0.25824756651637176
Budi Nugroho,applicant,0.14237436592528585,-0.25824756651637176
Budi Siregar,applicant,0.18900366747631048,-0.12203799881684085
Budi Siregar,applicant,0.18900366747631048,-0.12203799881684085
Budi Siregar,applicant,0.18900366747631048,-0.12203799881684085
Budi Yulianto,applicant,0.09785422192182547,0.3061953049026323
Budi Yulianto,applicant,0.09785422192182547,0.3061953049026323
Budi Kusuma,applicant,0.15136632049502396,0.5505994311191814
Budi Kusuma,applicant,0.15136632049502396,0.5505994311191814
Budi Hidayat,applicant,0.15481652323935413,0.2659254873092328
Budi Hidayat,applicant,0.15481652323935413,0.2659254873092328
Budi Purnama,applicant,0.10989653916389053,-0.3503052361692013
Budi Purnama,applicant,0.10989653916389053,-0.3503052361692013
Budi aditya,applicant,0.07149993473976635,0.431733785347687
Budi Prasetyo,applicant,0.12903570398759812,-0.4051757334065514
Budi Sutrisno,applicant,0.01566540262206939,-0.0722795508273734
Budi Wulandari,applicant,0.1066185154416519,-0.0030152080682202343
Budi Haryanto,applicant,0.1970227923461394,0.3237429573216455
Budi Haryanto,applicant,0.1970227923461394,0.3237429573216455
Budi Larasati,applicant,0.10044569122972957,-0.550320408650642
Budi Prabuwono,applicant,0.025377360216845335,0.36535056843896996
Budi Kurniawan,applicant,0.0744553911876229,0.06803080968540681
Budi Sukmawati,applicant,0.13193979308306591,-0.594897189657656
Budi Wicaksono,applicant,0.16770609426817296,0.3741888565202215
Budi Wicaksono,applicant,0.16770609426817296,0.3741888565202215
Budi Sutanto,applicant,0.09624302162443377,0.10757233799761287
Citra Santoso,applicant,0.1266868237810217,0.02877509890624617
Citra Wibowo,applicant,0.0218673395820439,-0.111140800617958
Citra Utami,applicant,0.1407659743606744,0.30358734488627936
Citra Saputra,applicant,0.05171295701814216,-0.30941816567404223
Citra Wijaya,applicant,0.06141062192833546,0.03372979689818642
Citra Halim,applicant,0.06242188620267031,0.3168376465127965
Citra Ramadhan,applicant,0.09407912044880817,0.14569930683980398
Citra Hernawan,applicant,0.1255636477351164,-0.047820045645145304
Citra Fauzi,applicant,0.014584581345312597,-0.5805790423415981
Citra Permata,applicant,0.03423527539158189,-0.5245568777562648
Citra Suryanto,applicant,0.11634128533748345,0.3682692550004686
Citra Prabowo,applicant,0.08930051916227266,0.26633500155161743
Citra Prabowo,applicant,0.08930051916227266,0.26633500155161743
Citra Sihombing,applicant,-0.008053391429816092,-0.4995672258109961
Citra Gunawan,applicant,0.12458274188799179,-0.2894432866371896
Citra Lestari,applicant,0.2197864892225445,0.146253997115047
Citra Lestari,applicant,0.2197864892225445,0.146253997115047
Citra Nugroho,applicant,0.17269777685940213,-0.13727768846156418
Citra Nugroho,applicant,0.17269777685940213,-0.13727768846156418
Citra Siregar,applicant,0.2066957864982525,-0.40473743193052625
Citra Siregar,applicant,0.2066957864982525,-0.40473743193052625
Citra Siregar,applicant,0.2066957864982525,-0.40473743193052625
Citra Yulianto,applicant,0.19677240611708513,-0.2318610794998751
Citra Yulianto,applicant,0.19677240611708513,-0.2318610794998751
Citra Kusuma,applicant,0.20349916037908955,0.08211070154202908
Citra Kusuma,applicant,0.20349916037908955,0.08211070154202908
Citra Hidayat,applicant,0.13599791968908292,-0.26683143347919397
Citra Hidayat,applicant,0.13599791968908292,-0.26683143347919397
Citra Purnama,applicant,0.1941868492928337,0.08798560255061519
Citra Purnama,applicant,0.1941868492928337,0.08798560255061519
Citra aditya,applicant,0.0920072640524382,-0.48678652072707923
Citra Prasetyo,applicant,0.11415380258341934,0.050763341797040035
Citra Sutrisno,applicant,0.11622837403929065,-0.3742406981363989
Citra Wulandari,applicant,0.08901065397483665,0.3770915982309745
Citra Haryanto,applicant,0.1521366248810596,0.4843670025665474
Citra Haryanto,applicant,0.1521366248810596,0.4843670025665474
Citra Larasati,applicant,-0.03012765632162895,0.8179428417801352
Citra Prabuwono,applicant,0.11405448280632369,-0.20053857059886943
Citra Kurniawan,applicant,0.10189296187520058,-0.5185041732956305
Citra Sukmawati,applicant,0.106917683471217,-0.3502758183839508
Citra Wicaksono,applicant,0.22124473807264144,-0.06342203097404145
Citra Wicaksono,applicant,0.22124473807264144,-0.06342203097404145
Citra Sutanto,applicant,0.035124404313060964,-0.15070126653560217
Dewi Santoso,applicant,0.03793100536530836,0.32977876939557954
Dewi Wibowo,applicant,-0.008970859176017476,0.04810533017530883
Dewi Utami,applicant,-0.03878398112179271,-0.039400308346606766
Dewi Saputra,applicant,0.1502390847590993,0.06199938675931252
Dewi Wijaya,applicant,0.058896475703571705,0.8553056985166687
Dewi Halim,applicant,0.09500446183557754,0.2938526925650959
Dewi Ramadhan,applicant,0.07035648076026324,-0.06188562431066901
Dewi Hernawan,applicant,0.1085300294692415,-0.26249859248175506
Dewi Fauzi,applicant,0.0895202503561745,0.2903911400013131
Dewi Permata,applicant,0.029126739452165595,1.0353288958384728
Dewi Suryanto,applicant,0.08149935308994083,0.2416953642063973
Dewi Prabowo,applicant,0.20297807480401053,0.06913898215714925
Dewi Prabowo,applicant,0.20297807480401053,0.06913898215714925
Dewi Sihombing,applicant,0.01680125616408057,0.1742359074193507
Dewi Gunawan,applicant,0.1292287668187303,0.3178249961784095
Dewi Lestari,applicant,0.16997720043138764,0.10840377432695565
Dewi Lestari,applicant,0.16997720043138764,0.10840377432695565
Dewi Nugroho,applicant,0.1437417602444092,0.42629690736669434
Dewi Nugroho,applicant,0.1437417602444092,0.42629690736669434
Dewi Siregar,applicant,0.20490332198486072,-0.14477142243642344
Dewi Siregar,applicant,0.20490332198486072,-0.14477142243642344
Dewi Siregar,applicant,0.20490332198486072,-0.14477142243642344
Dewi Yulianto,applicant,0.2168698348172723,-0.41533873437064517
Dewi Yulianto,applicant,0.2168698348172723,-0.41533873437064517
Dewi Kusuma,applicant,0.208307434537906,0.13744021187811312
Dewi Kusuma,applicant,0.208307434537906,0.13744021187811312
Dewi Hidayat,applicant,0.11878457197248482,0.010330877051607184
Dewi Hidayat,applicant,0.11878457197248482,0.010330877051607184
Dewi Purnama,applicant,0.19281174134524892,-0.11134177507017132
Dewi Purnama,applicant,0.19281174134524892,-0.11134177507017132
Dewi aditya,applicant,0.18136792700805826,0.17519643998741102
Dewi Prasetyo,applicant,0.12677970281742057,-0.17710909788254836
Dewi Sutrisno,applicant,0.04688795078507202,-0.4469436081781933
Dewi Wulandari,applicant,0.06310571101336826,0.08731578330164828
Dewi Haryanto,applicant,0.1723768403234418,0.31539378185604555
Dewi Haryanto,applicant,0.1723768403234418,0.31539378185604555
Dewi Larasati,applicant,0.1281488751049451,0.08535980474021156
Dewi Prabuwono,applicant,0.06951766274133064,-0.11899157454993016
Dewi Kurniawan,applicant,0.10477914128758514,-0.24354905901938279
Dewi Sukmawati,applicant,0.18937142594096434,-0.2832933695403962
Dewi Wicaksono,applicant,0.17404814624597265,-0.1736151544704393
Dewi Wicaksono,applicant,0.17404814624597265,-0.1736151544704393
Dewi Sutanto,applicant,0.047834522710820115,0.5783266730734977
Eka Santoso,applicant,0.10388287289680886,0.12539780345846513
Eka Wibowo,applicant,0.036001723309843525,0.3498737214448343
Eka Utami,applicant,0.0634173760905048,-0.07788309361635534
Eka Saputra,applicant,0.10193081314560026,-0.7069918642949201
Eka Wijaya,applicant,0.09693907178662353,-0.012966060140296823
Eka Halim,applicant,0.13215617943801827,-0.015402541118384305
Eka Ramadhan,applicant,0.030896601181142347,-0.7227223035739823
Eka Hernawan,applicant,0.10435433562991525,0.3519580871929384
Eka Fauzi,applicant,0.12634513769376798,0.1275479687650714
Eka Permata,applicant,0.1610789289600002,-0.04227556054861305
Eka Suryanto,applicant,0.09601796310959287,-0.18608334456778497
Eka Prabowo,applicant,0.16859636299170067,0.02297883477150971
Eka Prabowo,applicant,0.16859636299170067,0.02297883477150971
Eka Sihombing,applicant,0.10339047841865012,-0.05537866240388391
Eka Gunawan,applicant,0.044989724695825406,-0.14075396165715864
Eka Lestari,applicant,0.19981951501161221,0.1425086669382949
Eka Lestari,applicant,0.19981951501161221,0.1425086669382949
Eka Nugroho,applicant,0.1882039684647865,-0.3880650824730309
Eka Nugroho,applicant,0.1882039684647865,-0.3880650824730309
Eka Siregar,applicant,0.23971792639798473,0.21688613191214273
Eka Siregar,applicant,0.23971792639798473,0.21688613191214273
Eka Siregar,applicant,0.23971792639798473,0.21688613191214273
Eka Yulianto,applicant,0.19286254993960383,0.048435712667326325
Eka Yulianto,applicant,0.19286254993960383,0.048435712667326325
Eka Kusuma,applicant,0.16455638718406085,-0.31492348818627897
Eka Kusuma,applicant,0.16455638718406085,-0.31492348818627897
Eka Hidayat,applicant,0.1672424305196596,0.386055719644257
Eka Hidayat,applicant,0.1672424305196596,0.386055719644257
Eka Purnama,applicant,0.17410625152622106,0.12558854990681928
Eka Purnama,applicant,0.17410625152622106,0.12558854990681928
Eka aditya,applicant,0.10999370508112516,0.6548943029946958
Eka Prasetyo,applicant,0.08183340043355569,0.005900440263914816
Eka Sutrisno,applicant,0.04136505100396071,0.24404247836891219
Eka Wulandari,applicant,0.09510365222109274,0.21353485081502377
Eka Haryanto,applicant,0.19856685043071465,0.33024433445156137
Eka Haryanto,applicant,0.19856685043071465,0.33024433445156137
Eka Larasati,applicant,0.11872051967784114,-0.0027478804750542905
Eka Prabuwono,applicant,0.03392898447561665,0.18471491237064624
Eka Kurniawan,applicant,0.09596582099509143,-0.2836784656296645
Eka Sukmawati,applicant,0.06073014932417542,-0.3809293172475994
Eka Wicaksono,applicant,0.18667280081791238,0.03926691509901058
Eka Wicaksono,applicant,0.18667280081791238,0.03926691509901058
Eka Sutanto,applicant,0.06746881599391685,-0.5063280723177701
Fajar Santoso,applicant,0.16307334872227397,-0.11723752730873258
Fajar Wibowo,applicant,0.014761479453622162,-0.5713097974242254
Fajar Utami,applicant,0.11567633004133393,0.5599691254849797
Fajar Saputra,applicant,0.10598042863295876,-0.17283860358128456
Fajar Wijaya,applicant,0.04885880507286866,0.05349560306101183
Fajar Halim,applicant,0.14914390091916518,0.3136867495848783
Fajar Ramadhan,applicant,0.10380692699671323,-0.09824109058032088
Fajar Hernawan,applicant,0.10630049782995199,-0.0074404798693922716
Fajar Fauzi,applicant,0.06598691477212304,-0.5148190170604954
Fajar Permata,applicant,0.08792095724870563,0.3649301979517115
Fajar Suryanto,applicant,0.09715462805771269,0.16287669801992938
Fajar Prabowo,applicant,0.17551573425658484,-0.3448913845011472
Fajar Prabowo,applicant,0.17551573425658484,-0.3448913845011472
Fajar Sihombing,applicant,0.03898672475766818,0.5564124907851214
Fajar Gunawan,applicant,0.09201765773148729,-0.3318859473646815
Fajar Lestari,applicant,0.13156813543568324,-0.5575395142518689
Fajar Lestari,applicant,0.13156813543568324,-0.5575395142518689
Fajar Nugroho,applicant,0.21187853885306596,0.033090047402686854
Fajar Nugroho,applicant,0.21187853885306596,0.033090047402686854
Fajar Siregar,applicant,0.18619895352224902,0.2568550103708641
Fajar Siregar,applicant,0.18619895352224902,0.2568550103708641
Fajar Siregar,applicant,0.18619895352224902,0.2568550103708641
Fajar Yulianto,applicant,0.23218898790576625,0.1813926692605216
Fajar Yulianto,applicant,0.23218898790576625,0.1813926692605216
Fajar Kusuma,applicant,0.14553711038276573,-0.3461446500739624
Fajar Kusuma,applicant,0.14553711038276573,-0.3461446500739624
Fajar Hidayat,applicant,0.22931790084377324,0.293051187960004
Fajar Hidayat,applicant,0.22931790084377324,0.293051187960004
Fajar Purnama,applicant,0.22186004857859432,-0.23347558058743223
Fajar Purnama,applicant,0.22186004857859432,-0.23347558058743223
Fajar aditya,applicant,0.10530763468904192,0.11748415339823262
Fajar Prasetyo,applicant,0.12236467858108346,0.15134051139023064
Fajar Sutrisno,applicant,0.0630200590997202,0.07913183481927671
Fajar Wulandari,applicant,0.09671567087260657,-0.12448060568836765
Fajar Haryanto,applicant,0.1837800314649678,0.333340173296
Fajar Haryanto,applicant,0.1837800314649678,0.333340173296
Fajar Larasati,applicant,0.012338937903114688,0.24196412023201053
Fajar Prabuwono,applicant,0.10052504030762877,0.508883069328499
Fajar Kurniawan,applicant,0.028677512747932843,0.33057889504245247
Fajar Sukmawati,applicant,0.13765962224707584,0.5124585888068822
Fajar Wicaksono,applicant,0.1539184585078054,-0.24592077976293214
Fajar Wicaksono,applicant,0.1539184585078054,-0.24592077976293214
Fajar Sutanto,applicant,-0.00848065653257457,0.6775597077216907
Gita Santoso,applicant,0.08593059855215246,-0.4033396505072988
Gita Wibowo,applicant,0.1193943892197129,0.42325743117885567
Gita Utami,applicant,-0.029412023507162655,-0.5417688791246765
Gita Saputra,applicant,0.11309801849020873,-0.348968792787374
Gita Wijaya,applicant,0.0837096793263088,-0.19647169746284454
Gita Halim,applicant,0.10730729131734018,0.4821706477175076
Gita Ramadhan,applicant,0.09836092970031418,0.05438576894085546
Gita Hernawan,applicant,0.1343578927793011,0.2664165913980561
Gita Fauzi,applicant,0.042376043963679666,0.7317831219601248
Gita Permata,applicant,0.1022793261323155,-0.5268577895118768
Gita Suryanto,applicant,-0.07400902064335935,-0.29432492941686045
Gita Prabowo,applicant,0.18442643783458024,0.16794689823147624
Gita Prabowo,applicant,0.18442643783458024,0.16794689823147624
Gita Sihombing,applicant,0.06148798351886697,0.08598612416881932
Gita Gunawan,applicant,0.1445425814014507,-0.17625915458403157
Gita Lestari,applicant,0.1926228707648655,-0.4668963189577342
Gita Lestari,applicant,0.1926228707648655,-0.4668963189577342
Gita Nugroho,applicant,0.22125628060609326,0.06591803628506993
Gita Nugroho,applicant,0.22125628060609326,0.06591803628506993
Gita Siregar,applicant,0.1548621833803101,-0.31276733287536324
Gita Siregar,applicant,0.1548621833803101,-0.31276733287536324
Gita Siregar,applicant,0.1548621833803101,-0.31276733287536324
Gita Yulianto,applicant,0.17640162690547645,0.02295368489979751
Gita Yulianto,applicant,0.17640162690547645,0.02295368489979751
Gita Kusuma,applicant,0.17185233268842282,-0.1049885173596119
Gita Kusuma,applicant,0.17185233268842282,-0.1049885173596119
Gita Hidayat,applicant,0.24489562351173855,-0.04943130048863626
Gita Hidayat,applicant,0.24489562351173855,-0.04943130048863626
Gita Purnama,applicant,0.15775852450953065,-0.1562778364560365
Gita Purnama,applicant,0.15775852450953065,-0.1562778364560365
Gita aditya,applicant,0.09365684060680857,0.284348021067521
Gita Prasetyo,applicant,0.1233290317928517,-0.18695474540584056
Gita Sutrisno,applicant,0.15037909816686335,0.333654747400571
Gita Wulandari,applicant,0.08984737599439918,0.216866459455187
Gita Haryanto,applicant,0.1482835148623034,0.011268669328113164
Gita Haryanto,applicant,0.1482835148623034,0.011268669328113164
Gita Larasati,applicant,0.13717626941856076,0.10833163468664621
Gita Prabuwono,applicant,0.10393276955064734,0.09874663235436136
Gita Kurniawan,applicant,0.006852061657398711,0.9269359094699011
Gita Sukmawati,applicant,0.07597758471744631,0.5414489934695234
Gita Wicaksono,applicant,0.1885031876464367,0.0879992858626027
Gita Wicaksono,applicant,0.1885031876464367,0.0879992858626027
Gita Sutanto,applicant,0.004672021316496022,-0.09142351251182546
Hadi Santoso,applicant,0.10434920966823469,0.1451256665192926
Hadi Wibowo,applicant,0.1261553520432267,0.5649957802412825
Hadi Utami,applicant,0.10418511183326573,0.5594180134096651
Hadi Saputra,applicant,0.11932747341544192,-0.10889097246861333
Hadi Wijaya,applicant,0.03282948493822102,0.7571318263404818
Hadi Halim,applicant,0.11976264972813455,-0.40827287606380436
Hadi Ramadhan,applicant,0.09713079569501548,-0.3660485185942021
Hadi Hernawan,applicant,0.1865444161680353,-0.013386321001056226
Hadi Fauzi,applicant,0.04787994773452364,0.4867577348536085
Hadi Permata,applicant,0.07966795273169325,0.11039055719577388
Hadi Suryanto,applicant,0.1107194707875423,0.3225966524381115
Hadi Prabowo,applicant,0.19833065056656862,-0.3620918172608709
Hadi Prabowo,applicant,0.19833065056656862,-0.3620918172608709
Hadi Sihombing,applicant,0.11398636776229909,0.0804596581371937
Hadi Gunawan,applicant,-0.010747683991628842,0.6459918898452652
Hadi Lestari,applicant,0.11546181657604515,-0.6577146728452422
Hadi Lestari,applicant,0.11546181657604515,-0.6577146728452422
Hadi Nugroho,applicant,0.12494734048036238,-0.22708191815592815
Hadi Nugroho,applicant,0.12494734048036238,-0.22708191815592815
Hadi Siregar,applicant,0.21954864533390317,0.1993941601191646
Hadi Siregar,applicant,0.21954864533390317,0.1993941601191646
Hadi Siregar,applicant,0.21954864533390317,0.1993941601191646
Hadi Yulianto,applicant,0.208174470207372,-0.1326865384475202
Hadi Yulianto,applicant,0.208174470207372,-0.1326865384475202
Hadi Kusuma,applicant,0.16457917362908236,0.0826109794657626
Hadi Kusuma,applicant,0.16457917362908236,0.0826109794657626
Hadi Hidayat,applicant,0.1828504792313106,-0.32338377563959275
Hadi Hidayat,applicant,0.1828504792313106,-0.32338377563959275
Hadi Purnama,applicant,0.23153824612688256,-0.1990232750429275
Hadi Purnama,applicant,0.23153824612688256,-0.1990232750429275
Hadi aditya,applicant,0.02371123401196329,-0.46942505151832464
Hadi Prasetyo,applicant,0.05812692775552886,0.1251099660302964
Hadi Sutrisno,applicant,0.0971609608398819,-0.613925319446292
Hadi Wulandari,applicant,0.10553039052492952,-0.06542841207035792
Hadi Haryanto,applicant,0.18559825081362336,0.3005123106767394
Hadi Haryanto,applicant,0.18559825081362336,0.3005123106767394
Hadi Larasati,applicant,0.04371948476829601,0.08773676517901631
Hadi Prabuwono,applicant,0.03477144715581115,0.19928342638251523
Hadi Kurniawan,applicant,0.1534931222555751,0.319846829780943
Hadi Sukmawati,applicant,0.13430446305403754,0.887241579938697
Hadi Wicaksono,applicant,0.2361524749749666,0.07840653248037113
Hadi Wicaksono,applicant,0.2361524749749666,0.07840653248037113
Hadi Sutanto,applicant,0.15775312339196967,0.1546665893461383
Indah Santoso,applicant,0.09623006408509949,-0.2821705553230267
Indah Wibowo,applicant,0.05919559953348574,-0.4891927816625505
Indah Utami,applicant,0.06351009414063391,-0.14722743554948736
Indah Saputra,applicant,0.1451131109740894,-0.11014396970809821
Indah Wijaya,applicant,0.08211424487940966,-0.13737351849190876
Indah Halim,applicant,0.1721662965883738,0.10180195389998524
Indah Ramadhan,applicant,0.11749978782419657,0.0031080857114962317
Indah Hernawan,applicant,0.052769396919647105,0.41556949989388353
Indah Fauzi,applicant,0.07658773932449647,-0.02283142728838172
Indah Permata,applicant,0.022916623718784,-0.10405901546384812
Indah Suryanto,applicant,0.13217565139309528,-0.3244523973977839
Indah Prabowo,applicant,0.19621500409999848,-0.047096166590593486
Indah Prabowo,applicant,0.19621500409999848,-0.047096166590593486
Indah Sihombing,applicant,0.012818204809147304,-0.36532605927718387
Indah Gunawan,applicant,0.10489736304021968,0.1593070535895753
Indah Lestari,applicant,0.1964847383582763,-0.06154843212983635
Indah Lestari,applicant,0.1964847383582763,-0.06154843212983635
Indah Nugroho,applicant,0.19338894477193602,-0.18772617918199275
Indah Nugroho,applicant,0.19338894477193602,-0.18772617918199275
Indah Siregar,applicant,0.20479826734239837,-0.11436420638391304
Indah Siregar,applicant,0.20479826734239837,-0.11436420638391304
Indah Siregar,applicant,0.20479826734239837,-0.11436420638391304
Indah Yulianto,applicant,0.14122337579411448,0.21141033663315317
Indah Yulianto,applicant,0.14122337579411448,0.21141033663315317
Indah Kusuma,applicant,0.14784502465506877,-0.13013980100588513
Indah Kusuma,applicant,0.14784502465506877,-0.13013980100588513
Indah Hidayat,applicant,0.12789832227169118,-0.13347814199681907
Indah Hidayat,applicant,0.12789832227169118,-0.13347814199681907
Indah Purnama,applicant,0.18631891442759707,0.4069595051306658
Indah Purnama,applicant,0.18631891442759707,0.4069595051306658
Indah aditya,applicant,0.11355671492641095,0.5032149138330015
Indah Prasetyo,applicant,-0.02355878443335757,-0.3904500965099028
Indah Sutrisno,applicant,0.16138871421512402,0.15277643223986553
Indah Wulandari,applicant,0.08969723112366756,0.08895782590372553
Indah Haryanto,applicant,0.06885432092432697,0.09175661654797543
Indah Haryanto,applicant,0.06885432092432697,0.09175661654797543
Indah Larasati,applicant,0.1106012295986335,0.08881538530557957
Indah Prabuwono,applicant,0.129982129944476,-0.34435250490911057
Indah Kurniawan,applicant,0.009601586744540147,-0.08625483116140809
Indah Sukmawati,applicant,0.10853048867368642,0.2999603922421469
Indah Wicaksono,applicant,0.13933860878335236,0.04789151317873423
Indah Wicaksono,applicant,0.13933860878335236,0.04789151317873423
Indah Sutanto,applicant,0.12218324888497267,0.16514744657634878
Joko Santoso,applicant,0.0516248632919627,0.41420760047399413
Joko Wibowo,applicant,0.05345978485750602,-0.3137327457697337
Joko Utami,applicant,0.17892392575236926,-0.4860580462357756
Joko Saputra,applicant,0.042728443795419735,-0.8205776070166796
Joko Wijaya,applicant,0.10763112581211931,0.384251225116213
Joko Halim,applicant,0.07782393536771304,-0.09763929255323484
Joko Ramadhan,applicant,0.0344370189756642,-0.15614004690567013
Joko Hernawan,applicant,0.042054250533476556,-0.1597092144465233
Joko Fauzi,applicant,0.08725183580489926,0.4922497195520561
Joko Permata,applicant,0.11578143368531135,0.6352951419273326
Joko Suryanto,applicant,0.07167449433167483,-0.3290446216699551
Joko Prabowo,applicant,0.14973009268494497,-0.34690041140889993
Joko Prabowo,applicant,0.14973009268494497,-0.34690041140889993
Joko Sihombing,applicant,0.08299216095154904,-0.37738360691757106
Joko Gunawan,applicant,0.050706558783795486,0.18580653791257568
Joko Lestari,applicant,0.16074956255932316,-0.048569330333451614
Joko Lestari,applicant,0.16074956255932316,-0.048569330333451614
Joko Nugroho,applicant,0.15970268764843942,0.22744480325801197
Joko Nugroho,applicant,0.15970268764843942,0.22744480325801197
Joko Siregar,applicant,0.1712892049508966,-0.23767849169385313
Joko Siregar,applicant,0.1712892049508966,-0.23767849169385313
Joko Siregar,applicant,0.1712892049508966,-0.23767849169385313
Joko Yulianto,applicant,0.18356544930318464,0.2541890140108431
Joko Yulianto,applicant,0.18356544930318464,0.2541890140108431
Joko Kusuma,applicant,0.21485983280408305,0.18671552661994167
Joko Kusuma,applicant,0.21485983280408305,0.18671552661994167
Joko Hidayat,applicant,0.16393112213006156,-0.20970505179942667
Joko Hidayat,applicant,0.16393112213006156,-0.20970505179942667
Joko Purnama,applicant,0.23655076627948268,0.1802739208884645
Joko Purnama,applicant,0.23655076627948268,0.1802739208884645
Joko aditya,applicant,0.06407338633115034,-0.1024488727430342
Joko Prasetyo,applicant,0.09887896590990719,0.13766525595748852
Joko Sutrisno,applicant,0.04776504529709491,0.4506287364591956
Joko Wulandari,applicant,0.08019390045283192,0.356018915534435
Joko Haryanto,applicant,0.22567923677445767,-0.01816097712383384
Joko Haryanto,applicant,0.22567923677445767,-0.01816097712383384
Joko Larasati,applicant,0.11263414252105575,-0.11440875483694253
Joko Prabuwono,applicant,0.07679189208305193,0.11587614857802885
Joko Kurniawan,applicant,0.16321579614027604,0.7262909886624795
Joko Sukmawati,applicant,-0.005184272495575293,-0.008957397015618797
Joko Wicaksono,applicant,0.1348612214555721,0.6059869138938181
Joko Wicaksono,applicant,0.1348612214555721,0.6059869138938181
Joko Sutanto,applicant,0.12661978778487448,-0.10156728838327192
Kiki Santoso,applicant,0.1318021111912009,-0.12485302580355247
Kiki Wibowo,applicant,0.09915200379157818,-0.18331233701697197
Kiki Utami,applicant,0.09241870104643701,-0.17230937225089976
Kiki Saputra,applicant,0.05955517805278343,0.2552176140181267
Kiki Wijaya,applicant,0.09833030769055784,-0.12869329053155243
Kiki Halim,applicant,0.059484911155233244,0.11517279671194265
Kiki Ramadhan,applicant,0.06273047576057211,0.00034641219003586567
Kiki Hernawan,applicant,0.026344105666815776,-0.2773743387109576
Kiki Fauzi,applicant,0.09899632517018375,0.2564130587233746
Kiki Permata,applicant,0.09029008177061126,0.42990024234991064
Kiki Suryanto,applicant,0.010906488999004371,-0.11982175529303628
Kiki Prabowo,applicant,0.13833070448252627,-0.003864976197773497
